file,name,code_range,frequency,weighted
Trip,LIF_CYC,"04=2+ adults, youngest child 0-5",3539,38549123265.3934
Trip,LIF_CYC,"05=one adult, youngest child 6-15",837,7630099405.03735
Trip,LIF_CYC,"06=2+ adults, youngest child 6-15",6106,62211350832.0432
Trip,LIF_CYC,"07=one adult, youngest child 16-21",336,2933052716.35699
Trip,LIF_CYC,"08=2+ adults, youngest child 16-21",1546,16887792464.1459
Trip,LIF_CYC,"09=one adult, retired, no children",1844,9475188483.57588
Trip,LIF_CYC,"10=2+ adults, retired, no children",7869,44321176506.7542
Trip,LOOP_TRIP,01=Loop trip,351,3489569577.50806
Trip,LOOP_TRIP,02=Not a loop trip,30723,250264966929.232
Trip,MSACAT,"01=MSA of 1 million or more, with rail",6729,59420635534.5617
Trip,MSACAT,"02=MSA of 1 million or more, without rail",9994,76736861448.0554
Trip,MSACAT,03=MSA less than 1 million,12896,106618208581.283
Trip,MSACAT,04=Not in MSA,1455,10978830942.8383
Trip,MSASIZE,"01=In an MSA of Less than 250,000",5529,43452662454.9601
Trip,MSASIZE,"02=In an MSA of 250,000 - 499,999",3078,26499091138.3536
Trip,MSASIZE,"03=In an MSA of 500,000 - 999,999",4289,36666454987.9708
Trip,MSASIZE,"04=In an MSA or CMSA of 1,000,000 - 2,999,999",7177,56765389101.4962
Trip,MSASIZE,05=In an MSA or CMSA of 3 million or more,9546,79392107881.1208
Trip,MSASIZE,06=Not in MSA or CMSA,1455,10978830942.8383
Trip,NONHHCNT,Responses=0-98,31074,253754536506.74
Trip,NUMADLT,1,5534,40972914769.802
Trip,NUMADLT,2,20223,149314606536.853
Trip,NUMADLT,3,3722,41733230425.9217
Trip,NUMADLT,4,1272,16339716167.4837
Trip,NUMADLT,5,228,3614112603.27054
Trip,NUMADLT,6,81,1680866002.21614
Trip,NUMADLT,7,6,64817458.68175
Trip,NUMADLT,8,8,34272542.5116338
Trip,NUMONTRP,Responses=1-99,31074,253754536506.74
Trip,OBHTNRNT,-9=Not ascertained,17,146626131.066187
Trip,OBHTNRNT,01=0-4%,1633,11745000985.3539
Trip,OBHTNRNT,05=5-14%,6627,48571908617.9871
Trip,OBHTNRNT,20=15-24%,5687,43554900811.5524
Trip,OBHTNRNT,30=25-34%,4664,38234319250.4655
Trip,OBHTNRNT,40=35-44%,3701,33701063774.3371
Trip,OBHTNRNT,50=45-54%,3027,26958358689.3305
Trip,OBHTNRNT,60=55-64%,2307,20324513316.6973
Trip,OBHTNRNT,70=65-74%,1765,15539617769.9489
Trip,OBHTNRNT,80=75-84%,1121,10256718661.0766
Trip,OBHTNRNT,90=85-94%,481,4325304228.62008
Trip,OBHTNRNT,95=95-100%,44,396204270.304358
Trip,OBHUR,-9=Not ascertained,17,146626131.066187
Trip,OBHUR,01=Rural,4571,36838503536.3401
Trip,OBHUR,02=Small Town,7092,54761237381.5043
Trip,OBHUR,03=Second City,6175,51091135089.4249
Trip,OBHUR,04=Suburban,8774,70497187298.6793
Trip,OBHUR,05=Urban,4445,40419847069.725
Trip,OBPPOPDN,-9=Not ascertained,208,1796170338.02681
Trip,OBPPOPDN,01=0-99,2849,22683285332.7303
Trip,OBPPOPDN,02=100-499,4234,33368039105.9225
Trip,OBPPOPDN,03=500-999,2551,20639932268.3742
Trip,OBPPOPDN,"04=1,000-1,999",5011,39103186883.0848
Trip,OBPPOPDN,"05=2,000-3,999",7081,55886821836.0647
Trip,OBPPOPDN,"06=4,000-9,999",6702,56273394497.1596
Trip,OBPPOPDN,"07=10,000-24,999",1682,16841511533.0516
Trip,OBPPOPDN,"08=25,000-999,999",756,7162194712.32532
Trip,OBRESDN,-9=Not ascertained,338,2605548376.40572
Trip,OBRESDN,01=0-99,5050,39782302868.5793
Trip,OBRESDN,02=100-499,6204,49326200728.852
Trip,OBRESDN,03=500-999,4404,35052612906.0523
Trip,OBRESDN,"04=1,000-1,999",7045,57633891524.3903
Trip,OBRESDN,"05=2,000-3,999",5156,43525496772.6994
Trip,OBRESDN,"06=4,000-9,999",1860,16643149193.8709
Trip,OBRESDN,"07=10,000-24,999",627,5431601355.21577
Trip,OBRESDN,"08=25,000-999,999",390,3753732780.67414
Trip,ONTD_P1,01=Selected,23503,182903969142.006
Trip,ONTD_P1,02=Not Selected,7571,70850567364.7359
Trip,ONTD_P10,-1=Valid skip,31071,253719412939.084
Trip,ONTD_P10,02=Not Selected,3,35123567.6562867
Trip,ONTD_P2,-1=Valid skip,4419,30126167852.9208
Trip,ONTD_P2,01=Selected,13798,106253640055.197
Trip,ONTD_P2,02=Not Selected,12857,117374728598.621
Trip,ONTD_P3,-1=Valid skip,16902,104329054910.123
Trip,ONTD_P3,01=Selected,5685,59027358374.2934
Trip,ONTD_P3,02=Not Selected,8487,90398123222.3227
Trip,ONTD_P4,-1=Valid skip,21789,151974957947.499
Trip,ONTD_P4,01=Selected,3817,38811605840.5788
Trip,ONTD_P4,02=Not Selected,5468,62967972718.6619
Trip,ONTD_P5,-1=Valid skip,26816,202896293617.501
Trip,ONTD_P5,01=Selected,1719,18642303176.877
Trip,ONTD_P5,02=Not Selected,2539,32215939712.362
Trip,ONTD_P6,-1=Valid skip,29699,235557122351.315
Trip,ONTD_P6,01=Selected,413,4507249643.09751
Trip,ONTD_P6,02=Not Selected,962,13690164512.3294
Trip,ONTD_P7,-1=Valid skip,30545,245156820702.033
Trip,ONTD_P7,01=Selected,172,2451959146.33971
Trip,ONTD_P7,02=Not Selected,357,6145756658.36869
Trip,ONTD_P8,-1=Valid skip,30811,249735430283.097
Trip,ONTD_P8,01=Selected,69,856712725.203194
Trip,ONTD_P8,02=Not Selected,194,3162393498.44059
Trip,ONTD_P9,-1=Valid skip,30999,253251356878.189
Trip,ONTD_P9,01=Selected,18,176596909.872664
Trip,ONTD_P9,02=Not Selected,57,326582718.678593
Trip,OTEEMPDN,-9=Not ascertained,249,1839155718.07415
Trip,OTEEMPDN,01=0-49,3384,27983374505.2734
Trip,OTEEMPDN,02=50-99,1639,13614404399.3159
Trip,OTEEMPDN,03=100-249,2760,21115466450.3836
Trip,OTEEMPDN,04=250-499,3198,24631140940.8311
Trip,OTEEMPDN,05=500-999,4115,32740315346.3703
Trip,OTEEMPDN,"06=1,000-1,999",6909,55862629115.2915
Trip,OTEEMPDN,"07=2,000-3,999",5700,48816016931.3848
Trip,OTEEMPDN,"08=4,000-999,999",3120,27152033099.8148
Trip,OTHTNRNT,-9=Not ascertained,17,146626131.066187
Trip,OTHTNRNT,01=0-4%,810,5767579313.23568
Trip,OTHTNRNT,05=5-14%,5786,43080931052.0466
Trip,OTHTNRNT,20=15-24%,6667,51100188144.6212
Trip,OTHTNRNT,30=25-34%,5386,45611073532.4439
Trip,OTHTNRNT,40=35-44%,4416,36693867529.0078
Trip,OTHTNRNT,50=45-54%,3315,29172708152.9828
Trip,OTHTNRNT,60=55-64%,2200,20134536522.3048
Trip,OTHTNRNT,70=65-74%,1365,12264905474.2633
Trip,OTHTNRNT,80=75-84%,775,6364744577.92631
Trip,OTHTNRNT,90=85-94%,311,3201836231.0635
Trip,OTHTNRNT,95=95-100%,26,215539845.777681
Trip,OTPPOPDN,-9=Not ascertained,162,1227419128.2989
Trip,OTPPOPDN,01=0-99,3144,25214573426.0364
Trip,OTPPOPDN,02=100-499,4269,33205839854.1545
Trip,OTPPOPDN,03=500-999,2809,21806652113.9416
Trip,OTPPOPDN,"04=1,000-1,999",4860,39356957701.8996
Trip,OTPPOPDN,"05=2,000-3,999",7166,57222798524.2341
Trip,OTPPOPDN,"06=4,000-9,999",6461,55463197417.4684
Trip,OTPPOPDN,"07=10,000-24,999",1443,13113244092.0898
Trip,OTPPOPDN,"08=25,000-999,999",760,7143854248.61653
Trip,OTRESDN,-9=Not ascertained,296,2651852625.78267
Trip,OTRESDN,01=0-99,5312,42746904032.6517
Trip,OTRESDN,02=100-499,6381,49736228466.4843
Trip,OTRESDN,03=500-999,4440,35711477531.6849
Trip,OTRESDN,"04=1,000-1,999",7264,59344856568.2282
Trip,OTRESDN,"05=2,000-3,999",4758,41319439726.5178
Trip,OTRESDN,"06=4,000-9,999",1663,13949569578.3045
Trip,OTRESDN,"07=10,000-24,999",581,4502676372.50488
Trip,OTRESDN,"08=25,000-999,999",379,3791531604.58077
Trip,PARK,-1=Valid skip,8696,77800043353.2731
Trip,PARK,01=Yes,595,4796343177.14409
Trip,PARK,02=No,21783,171158149976.323
Trip,PARK2,-1=Valid skip,30653,249553605787.723
Trip,PARK2,0001=Paid to park,162,1676350410.15979
Trip,PARK2,9996=N/A Paid for by employer,3,13137364.1879624
Trip,PARK2,9997=N/A Paid for by school,1,10622927.3274475
Trip,PARK2,9998=Paid but I don't remember the cost,20,217195268.639105
Trip,PARK2,9999=I did not pay for parking at this location,235,2283624748.70247
Trip,PARK2_PAMOUNT,-1=Appropriate skip,30912,252078186096.58
Trip,PARK2_PAMOUNT,Responses=0.25-900,162,1676350410.15979
Trip,PARK2_PAYTYPE,-1=Valid skip,30912,252078186096.58
Trip,PARK2_PAYTYPE,01=One Time,132,1506375800.48206
Trip,PARK2_PAYTYPE,02=Per Week,2,9935312.37594678
Trip,PARK2_PAYTYPE,03=Per Month,17,87053908.7674663
Trip,PARK2_PAYTYPE,05=Per Semester,1,3358417.21209677
Trip,PARK2_PAYTYPE,06=Per Year,10,69626971.3222293
Trip,PERSONID,01,17713,134799626901.998
Trip,PERSONID,02,8599,64256731821.2948
Trip,PERSONID,03,2643,29837437258.6981
Trip,PERSONID,04,1436,15970447859.6984
Trip,PERSONID,05,512,6544966934.56218
Trip,PERSONID,06,108,1376358952.22883
Trip,PERSONID,07,49,788263631.627325
Trip,PERSONID,08,12,172642223.160792
Trip,PERSONID,09,2,8060923.47150171
Trip,PRMACT,-1=Valid skip,20107,181148141541.434
Trip,PRMACT,01=Temporarily absent from a job or business,304,3202238446.10961
Trip,PRMACT,02=Looking for work/unemployed,582,5279746217.6343
Trip,PRMACT,03=A homemaker,1347,9749392574.32206
Trip,PRMACT,04=Going to school,726,7762711144.02353
Trip,PRMACT,05=Retired,6725,34103719212.7444
Trip,PRMACT,97=Something else,1283,12508587370.473
Trip,PROXY,01=Self,22740,180097726639.072
Trip,PROXY,02=Someone else,8334,73656809867.6694
Trip,PSGR_FLG,-1=Valid skip,3665,33100554130.3114
Trip,PSGR_FLG,01=Passenger on trip,6919,59700786981.385
Trip,PSGR_FLG,02=Not passenger on trip,20490,160953195395.043
Trip,PUBTRANS,01=Used public transit,341,3700714487.33303
Trip,PUBTRANS,02=Did not use public transit,30733,250053822019.407
Trip,RAIL,01=Yes,6969,61527179472.878
Trip,RAIL,02=No,24105,192227357033.862
Trip,R_AGE,Responses=5-92,31074,253754536506.74
Trip,R_HISP,01=Hispanic,2608,44809480105.7158
Trip,R_HISP,02=Not Hispanic,28466,208945056401.024
Trip,R_RACE,01=White,26992,190285096109.279
Trip,R_RACE,02=Black or African American,1713,27423812171.2637
Trip,R_RACE,03=Asian,1428,12759865185.7286
Trip,R_RACE,04=American Indian/Alaska Native,178,3041273110.02205
Trip,R_RACE,05=Native Hawaiian/Pacific Islander,109,913402072.731473
Trip,R_RACE,06=Multiple races selected,116,10079737043.0583
Trip,R_RACE,97=Other race,538,9251350814.65749
Trip,R_SEX,-7=Refuse,256,2593232605.53561
Trip,R_SEX,-8=Don't know,10,89814497.5427361
Trip,R_SEX,01=Male,15289,123771340879.146
Trip,R_SEX,02=Female,15519,127300148524.515
Trip,R_SEX_IMP,01=Male,15415,124901841439.978
Trip,R_SEX_IMP,02=Female,15659,128852695066.761
Trip,SEQ_TRIPID,01,10592,90067395069.514
Trip,SEQ_TRIPID,02,9951,83842069350.18
Trip,SEQ_TRIPID,03,4470,34652715506.7376
Trip,SEQ_TRIPID,04,2896,21725959669.4573
Trip,SEQ_TRIPID,05,1372,10145889211.6737
Trip,SEQ_TRIPID,06,810,5879737431.46288
Trip,SEQ_TRIPID,07,434,3141565765.9552
Trip,SEQ_TRIPID,08,244,1840716919.97303
Trip,SEQ_TRIPID,09,124,978210561.035938
Trip,SEQ_TRIPID,10,69,571884783.863324
Trip,SEQ_TRIPID,11,41,359844372.518453
Trip,SEQ_TRIPID,12,21,242306488.425194
Trip,SEQ_TRIPID,13,11,71227087.4384703
Trip,SEQ_TRIPID,14,7,55458041.9383801
Trip,SEQ_TRIPID,15,4,24070490.9647468
Trip,SEQ_TRIPID,16,2,8698078.24859898
Trip,SEQ_TRIPID,17,2,8653005.2651713
Trip,SEQ_TRIPID,18,2,8653005.2651713
Trip,SEQ_TRIPID,19,2,8653005.2651713
Trip,SEQ_TRIPID,20,2,8698078.24859898
Trip,SEQ_TRIPID,21,2,8677079.53701419
Trip,SEQ_TRIPID,22,2,8677079.53701419
Trip,SEQ_TRIPID,23,1,6769744.58817351
Trip,SEQ_TRIPID,24,1,6769744.58817351
Trip,SEQ_TRIPID,25,1,6769744.58817351
Trip,SEQ_TRIPID,26,1,6769744.58817351
Trip,SEQ_TRIPID,27,1,6769744.58817351
Trip,SEQ_TRIPID,28,1,6769744.58817351
Trip,SEQ_TRIPID,29,1,6769744.58817351
Trip,SEQ_TRIPID,30,1,6769744.58817351
Trip,SEQ_TRIPID,31,1,6769744.58817351
Trip,SEQ_TRIPID,32,1,6769744.58817351
Trip,SEQ_TRIPID,33,1,6769744.58817351
Trip,SEQ_TRIPID,34,1,6769744.58817351
Trip,SEQ_TRIPID,35,1,6769744.58817351
Trip,SEQ_TRIPID,36,1,6769744.58817351
Trip,STRATUMID,Responses=1021-1040,31074,253754536506.74
Trip,STRTTIME,-9=Not ascertained,21,201438642.805061
Trip,STRTTIME,Responses=0000-2359,31053,253553097863.935
Trip,TDAYDATE,202201,673,5583521122.39389
Trip,TDAYDATE,202202,2861,20629675131.8309
Trip,TDAYDATE,202203,2725,21335422007.658
Trip,TDAYDATE,202204,2742,20153574266.2739
Trip,TDAYDATE,202205,2415,22279879624.4603
Trip,TDAYDATE,202206,1398,21880415246.3478
Trip,TDAYDATE,202207,1736,21350564696.9303
Trip,TDAYDATE,202208,1902,20959540639.2939
Trip,TDAYDATE,202209,1813,21396803845.0691
Trip,TDAYDATE,202210,2586,21197449207.4043
Trip,TDAYDATE,202211,4859,20841298367.8993
Trip,TDAYDATE,202212,3904,21173560483.4052
Trip,TDAYDATE,202301,1460,14972831867.7733
Trip,TDCASEID,Responses=90000130020101-90002180400103,31074,253754536506.74
Trip,TDWKND,01=Weekend,8630,75849398108.7579
Trip,TDWKND,02=Weekday,22444,177905138397.982
Trip,TRAVDAY,01=Sunday,4395,29544138653.1756
Trip,TRAVDAY,02=Monday,5978,36562693514.7079
Trip,TRAVDAY,03=Tuesday,4389,36467149594.608
Trip,TRAVDAY,04=Wednesday,4101,37113105776.7298
Trip,TRAVDAY,05=Thursday,4250,37870606279.9158
Trip,TRAVDAY,06=Friday,4505,36297037899.3539
Trip,TRAVDAY,07=Saturday,3456,39899804788.2492
Trip,TRIPID,01,10583,89971302820.6812
Trip,TRIPID,02,9943,83773039615.9393
Trip,TRIPID,03,4474,34688025294.0526
Trip,TRIPID,04,2899,21809231328.86
Trip,TRIPID,05,1375,10156888816.0979
Trip,TRIPID,06,812,5888677290.7317
Trip,TRIPID,07,436,3152083107.82085
Trip,TRIPID,08,246,1851819539.01301
Trip,TRIPID,09,124,978152058.519993
Trip,TRIPID,10,70,577257131.12667
Trip,TRIPID,11,41,359511639.528179
Trip,TRIPID,12,21,242306488.425194
Trip,TRIPID,13,11,71227087.4384703
Trip,TRIPID,14,7,55458041.9383801
Trip,TRIPID,15,4,24070490.9647468
Trip,TRIPID,16,2,8698078.24859898
Trip,TRIPID,17,2,8653005.2651713
Trip,TRIPID,18,2,8653005.2651713
Trip,TRIPID,19,2,8653005.2651713
Trip,TRIPID,20,2,8698078.24859898
Trip,TRIPID,21,2,8677079.53701419
Trip,TRIPID,22,2,8677079.53701419
Trip,TRIPID,23,1,6769744.58817351
Trip,TRIPID,24,1,6769744.58817351
Trip,TRIPID,25,1,6769744.58817351
Trip,TRIPID,26,1,6769744.58817351
Trip,TRIPID,27,1,6769744.58817351
Trip,TRIPID,28,1,6769744.58817351
Trip,TRIPID,29,1,6769744.58817351
Trip,TRIPID,30,1,6769744.58817351
Trip,TRIPID,31,1,6769744.58817351
Trip,TRIPID,32,1,6769744.58817351
Trip,TRIPID,33,1,6769744.58817351
Trip,TRIPID,34,1,6769744.58817351
Trip,TRIPID,35,1,6769744.58817351
Trip,TRIPID,36,1,6769744.58817351
Trip,TRIPMODE,01=Privately Owned Vehicle-Driver,20490,160953195395.043
Trip,TRIPMODE,02=Privately Owned Vehicle-Passenger,6919,59700786981.385
Trip,TRIPMODE,03=Public Transit,341,3700714487.33303
Trip,TRIPMODE,04=School Bus,650,7295049228.19991
Trip,TRIPMODE,05=Walk,2103,17390867219.0667
Trip,TRIPMODE,06=Bike,298,2393493730.82879
Trip,TRIPMODE,07=Other,273,2320429464.88291
Trip,TRIPPURP,-9=Not ascertained,24,268756916.253334
Trip,TRIPPURP,01=Home-based work (HBW),4871,45331996162.6972
Trip,TRIPPURP,02=Home-based shopping (HBSHP),6884,52848752760.1942
Trip,TRIPPURP,03=Home-based social/recreational (HBSOC),4546,34005287432.6419
Trip,TRIPPURP,04=Home-based other (HBO),7714,64898571538.9935
Trip,TRIPPURP,05=Not a home-based trip (NHB),7035,56401171695.9593
Trip,TRPHHVEH,-1=Valid skip,1168,12382636260.0667
Trip,TRPHHVEH,"01=Yes, used a household vehicle",26294,210462841181.133
Trip,TRPHHVEH,"02=No, did not use a household vehicle",3612,30909059065.5426
Trip,TRPMILES,-9=Not ascertained,14,137560621.637985
Trip,TRPMILES,Responses=0-4859.4769818,31060,253616975885.102
Trip,TRPTRANS,01=Car,11777,101726646688.204
Trip,TRPTRANS,02=Van,1881,16034016170.3079
Trip,TRPTRANS,03=SUV/Crossover,10384,76732037643.9463
Trip,TRPTRANS,04=Pickup truck,3302,25499402941.1218
Trip,TRPTRANS,06=Recreational Vehicle,10,195796444.693699
Trip,TRPTRANS,07=Motorcycle,55,466082488.154789
Trip,TRPTRANS,08=Public or commuter bus,190,2362638066.11445
Trip,TRPTRANS,09=School bus,650,7295049228.19991
Trip,TRPTRANS,10=Street car or trolley car,9,94455175.0621714
Trip,TRPTRANS,11=Subway or elevated rail,109,996954772.069673
Trip,TRPTRANS,12=Commuter rail,33,246666474.08674
Trip,TRPTRANS,13=Amtrak,4,19749242.639895
Trip,TRPTRANS,14=Airplane,71,451462313.69629
Trip,TRPTRANS,15=Taxicab or limo service,9,128845072.286409
Trip,TRPTRANS,16=Other ride-sharing service,109,1029359423.60354
Trip,TRPTRANS,17=Paratransit/ Dial a ride,9,90326109.9305275
Trip,TRPTRANS,"18=Bicycle (including bikeshare, ebike, etc.)",298,2393493730.82879
Trip,TRPTRANS,19=E-scooter,6,80094187.6804155
Trip,TRPTRANS,20=Walked,2103,17390867219.0667
Trip,TRPTRANS,21=Other (specify),65,520593115.045839
Trip,TRVLCMIN,-9=Not ascertained,21,201438642.805061
Trip,TRVLCMIN,Responses=0-1425,31053,253553097863.935
Trip,URBAN,01=In an urban area,22522,183822388090.713
Trip,URBAN,02=In an Urban cluster,2680,22025513604.4692
Trip,URBAN,03=In an area surrounded by urban areas,2,8479551.9771767
Trip,URBAN,04=Not in urban area,5870,47898155259.5812
Trip,URBANSIZE,"01=50,000-199,999",3118,24965505326.1295
Trip,URBANSIZE,"02=200,000-499,999",3630,30487288038.6159
Trip,URBANSIZE,"03=500,000-999,999",3110,26264793993.0529
Trip,URBANSIZE,"04=1,000,000 or more with heavy rail",5772,50878144754.5005
Trip,URBANSIZE,"05=1,000,000 or more without heavy rail",6892,51226655978.4133
Trip,URBANSIZE,06=Not in urbanized area,8552,69932148416.0275
Trip,URBRUR,01=Urban,25202,205847901695.182
Trip,URBRUR,02=Rural,5872,47906634811.5584
Trip,VEHCASEID,-1=Appropriate skip,4767,43243446748.8803
Trip,VEHCASEID,Responses=900001300201-900021804001,26307,210511089757.862
Trip,VEHID,-1=valid skip,4767,43243446748.8803
Trip,VEHID,01,16888,133338932470.198
Trip,VEHID,02,7467,56702933855.2421
Trip,VEHID,03,1520,15548817346.2699
Trip,VEHID,04,333,3957610549.32808
Trip,VEHID,05,80,688543032.627462
Trip,VEHID,06,15,191072627.659636
Trip,VEHID,07,4,83179876.5341753
Trip,VEHTYPE,-1=Valid skip,4780,43291695325.6092
Trip,VEHTYPE,01=Automobile/Car/Stationwagon,11080,95058221902.6128
Trip,VEHTYPE,02=Van (Minivan/Cargo/Passenger),1796,15077650925.3391
Trip,VEHTYPE,"03=SUV (Santa Fe, Tahoe, Jeep, etc.)",10210,75576635333.0154
Trip,VEHTYPE,04=Pickup Truck,3086,23400957465.9687
Trip,VEHTYPE,05=Other Truck,60,706133601.137043
Trip,VEHTYPE,06=Recreational vehicle (RV)/Motorhome,8,178931576.694786
Trip,VEHTYPE,07=MotorcycleMoped,54,464310376.36281
Trip,VMT_MILE,-9=Not ascertained,3,21266693.2600402
Trip,VMT_MILE,-1=Appropriate skip,10584,92801341111.6958
Trip,VMT_MILE,Responses=0-1123.5711622,20487,160931928701.783
Trip,WALK,-1=Valid skip,3132,29240703481.7415
Trip,WALK,-9=Not ascertained,4837,41809982735.8046
Trip,WALK,01=0 minutes/ parked in the same building,13657,109069171807.611
Trip,WALK,02=1 to less than 5 minutes,7651,58175024022.6522
Trip,WALK,03=5 to less than 10 minutes,423,3467416059.55609
Trip,WALK,04=10 to less than 15 minutes,141,1169096131.26104
Trip,WALK,05=15 to less than 20 minutes,62,460222552.246569
Trip,WALK,06=20 minutes or more,159,1002666807.71508
Trip,WALK,07=N/A - someone else took vehicle,21,286013740.132066
Trip,WALK,08=N/A - Didn't park,991,9074239168.01879
Trip,WHODROVE,-1=Valid skip,3665,33100554130.3114
Trip,WHODROVE,-9=Not ascertained,300,3185588804.83208
Trip,WHODROVE,01=Person 1,17915,138356000691.698
Trip,WHODROVE,02=Person 2,7368,57189296794.5142
Trip,WHODROVE,03=Person 3,816,11406763524.968
Trip,WHODROVE,04=Person 4,214,3215310395.3492
Trip,WHODROVE,05=Person 5,33,625011555.3506
Trip,WHODROVE,07=Person 7,2,64427943.0568448
Trip,WHODROVE,97=Non household member drove,761,6611582666.65939
Trip,WHODROVE_IMP,-1=Valid skip,3665,33100554130.3114
Trip,WHODROVE_IMP,-9=Not ascertained,53,733763021.58352
Trip,WHODROVE_IMP,01=Person 1,17970,138766260696.463
Trip,WHODROVE_IMP,02=Person 2,7427,57657058032.669
Trip,WHODROVE_IMP,03=Person 3,827,11463613440.221
Trip,WHODROVE_IMP,04=Person 4,214,3215310395.3492
Trip,WHODROVE_IMP,05=Person 5,35,629909209.140121
Trip,WHODROVE_IMP,07=Person 7,2,64427943.0568448
Trip,WHODROVE_IMP,97=Non household member drove,881,8123639637.94569
Trip,WHYFROM,-9=Not ascertained,47,567490157.239292
Trip,WHYFROM,01=Regular activities at home,12176,101237426717.959
Trip,WHYFROM,02=Work from home (paid),315,2821167514.76992
Trip,WHYFROM,03=Work at a non-home location,2736,24975521169.8489
Trip,WHYFROM,04=Work activity to drop-off/pickup someone/something,255,2207478622.81643
Trip,WHYFROM,05=Other work-related activities,353,3333458097.06497
Trip,WHYFROM,06=Attend school as a student,981,10071903949.8887
Trip,WHYFROM,07=Attend childcare or adult care,72,724838829.150089
Trip,WHYFROM,08=Volunteer activities (not paid),164,1770502645.64203
Trip,WHYFROM,09=Change type of transportation,190,1864478176.00475
Trip,WHYFROM,10=Drop off/pick up someone (personal),1581,12950427549.1119
Trip,WHYFROM,11=Health care visit,676,4780540834.13561
Trip,WHYFROM,12=Buy meals,2311,18982781906.3131
Trip,WHYFROM,13=Shop/buy/pick-up or return goods,3796,28192291464.5244
Trip,WHYFROM,14=Other family/personal errands,1212,8950653412.78671
Trip,WHYFROM,15=Recreational activities,875,7317414345.9245
Trip,WHYFROM,16=Exercise,1051,7282898917.10823
Trip,WHYFROM,17=Visit friends or relatives,1196,8270576177.74994
Trip,WHYFROM,18=Rest or relaxation/vacation,286,2088008255.73541
Trip,WHYFROM,19=Religious or other community activities,768,5087878290.02142
Trip,WHYFROM,97=Something else (specify),33,276799472.944313
Trip,WHYTO,01=Regular activities at home,11445,93356345131.9864
Trip,WHYTO,02=Work from home (paid),446,3308815116.36448
Trip,WHYTO,03=Work at a non-home location,2843,26056013805.712
Trip,WHYTO,04=Work activity to drop-off/pickup someone/something,270,2405190623.68633
Trip,WHYTO,05=Other work-related activities,359,3419850113.26495
Trip,WHYTO,06=Attend school as a student,1005,10509480217.3669
Trip,WHYTO,07=Attend childcare or adult care,76,775503545.606058
Trip,WHYTO,08=Volunteer activities (not paid),176,1920847802.68164
Trip,WHYTO,09=Change type of transportation,177,1752207606.2946
Trip,WHYTO,10=Drop off/pick up someone (personal),1708,14412459985.5857
Trip,WHYTO,11=Health care visit,684,4782348703.45911
Trip,WHYTO,12=Buy meals,2356,19699831315.7682
Trip,WHYTO,13=Shop/buy/pick-up or return goods,3872,28806675130.2349
Trip,WHYTO,14=Other family/personal errands,1285,9819477888.615
Trip,WHYTO,15=Recreational activities,879,7525592699.17909
Trip,WHYTO,16=Exercise,1291,9638227334.05828
Trip,WHYTO,17=Visit friends or relatives,1159,8001850661.23284
Trip,WHYTO,18=Rest or relaxation/vacation,220,2043473660.51349
Trip,WHYTO,19=Religious or other community activities,780,5107061041.77491
Trip,WHYTO,97=Something else (specify),43,413284123.354954
Trip,WHYTRP1S,01=Home,11891,96665160248.3509
Trip,WHYTRP1S,10=Work,3472,31881054542.6633
Trip,WHYTRP1S,20=School/Daycare/Religious,1861,16392044804.7479
Trip,WHYTRP1S,30=Medical/Dental services,684,4782348703.45911
Trip,WHYTRP1S,40=Shopping/Errands,5157,38626153018.8498
Trip,WHYTRP1S,50=Social/Recreational,3549,27209144354.9837
Trip,WHYTRP1S,70=Transport someone,1708,14412459985.5857
Trip,WHYTRP1S,80=Meals,2356,19699831315.7682
Trip,WHYTRP1S,97=Something else,396,4086339532.3312
Trip,WHYTRP90,01=To/From Work,5113,46636524263.9578
Trip,WHYTRP90,02=Work-Related Business,946,8970712754.41033
Trip,WHYTRP90,03=Shopping,5767,43006971351.2176
Trip,WHYTRP90,04=Other Family/Personal Business,4659,38215057868.5533
Trip,WHYTRP90,05=School/Church,3318,28706844779.7199
Trip,WHYTRP90,06=Medical/Dental,1151,8161604140.91686
Trip,WHYTRP90,08=Visit Friends/Relatives,1949,13432106425.0681
Trip,WHYTRP90,10=Other Social/Recreational,7633,61586666692.7707
Trip,WHYTRP90,11=Other,515,4739314989.13894
Trip,WHYTRP90,99=Refused / Don't Know,23,298733240.985958
Trip,WORKER,-1=Valid skip,3366,33601639379.8928
Trip,WORKER,01=Worker,17045,150748740607.649
Trip,WORKER,02=Not worker,10663,69404156519.1976
Trip,WRKCOUNT,0,7158,42217453320.3207
Trip,WRKCOUNT,1,10189,82816969293.0587
Trip,WRKCOUNT,2,11361,97471397183.5926
Trip,WRKCOUNT,3,1970,24814257274.609
Trip,WRKCOUNT,4,316,4852529432.97146
Trip,WRKCOUNT,5,54,1392867552.09464
Trip,WRKCOUNT,6,26,189062450.092684
Trip,WTTRDFIN,Responses=33695.133464-322721155.65,31074,253754536506.74
Trip,WTTRDFIN2D,Responses=0-53643493.647,31074,253754536506.74
Trip,WTTRDFIN5D,Responses=0-285950601.31,31074,253754536506.74
Long Distance,AIRSIZE,-1=Valid Skip,16458,295698433.810949
Long Distance,AIRSIZE,-9=Not Ascertained,181,3846415.79243818
Long Distance,AIRSIZE,01=Nonhub,14,254221.9810731
Long Distance,AIRSIZE,02=Small,32,508748.7079855
